sh: error while loading shared libraries: __vdso_time: invalid mode for dlopen(): Invalid argument
sh: error while loading shared libraries: __vdso_time: invalid mode for dlopen(): Invalid argument
sh: error while loading shared libraries: __vdso_time: invalid mode for dlopen(): Invalid argument
sh: error while loading shared libraries: __vdso_time: invalid mode for dlopen(): Invalid argument
WARNING:tensorflow:<tensorflow.python.ops.rnn_cell.BasicLSTMCell object at 0x7f6304f95f10>: Using a concatenated state is slower and will soon be deprecated.  Use state_is_tuple=True.
WARNING:tensorflow:<tensorflow.python.ops.rnn_cell.BasicLSTMCell object at 0x7f6304f95bd0>: Using a concatenated state is slower and will soon be deprecated.  Use state_is_tuple=True.

Parameters:
ALLOW_SOFT_PLACEMENT=True
BATCH_SIZE=64
CHECKPOINT_EVERY=100
DROPOUT_KEEP_PROB=0.5
EMBEDDING_DIM=300
EVALUATE_EVERY=100
HIDDEN_DIM=300
L2_REG_LAMBDA=0.0
LOG_DEVICE_PLACEMENT=False
NUM_EPOCHS=200
WORD2VEC=None

Loading data...
Vocabulary Size: 18758
Train/Dev split: 9662/1000
Writing to /home/chaitanya/lstm-context-embeddings/runs/1469600026

2016-07-27T14:13:51.298475: step 1, loss 0.70131, acc 0.453125
2016-07-27T14:30:13.513675: step 350, loss 0.547206, acc 0.78125
2016-07-27T14:30:16.336571: step 351, loss 0.6269, acc 0.671875
2016-07-27T14:30:19.067631: step 352, loss 0.566949, acc 0.75
2016-07-27T14:30:21.762221: step 353, loss 0.589714, acc 0.6875
2016-07-27T14:30:24.590735: step 354, loss 0.480929, acc 0.75
2016-07-27T14:30:27.140704: step 355, loss 0.558339, acc 0.703125
2016-07-27T14:30:30.004815: step 356, loss 0.509419, acc 0.796875
2016-07-27T14:30:32.643484: step 357, loss 0.498099, acc 0.71875
2016-07-27T14:30:35.476682: step 358, loss 0.649817, acc 0.640625
2016-07-27T14:30:38.208213: step 359, loss 0.509272, acc 0.8125
2016-07-27T14:30:40.724337: step 360, loss 0.460408, acc 0.71875
2016-07-27T14:30:43.530641: step 361, loss 0.674514, acc 0.734375
2016-07-27T14:30:46.092938: step 362, loss 0.521096, acc 0.75
2016-07-27T14:30:48.778105: step 363, loss 0.526993, acc 0.765625
2016-07-27T14:30:51.327783: step 364, loss 0.580983, acc 0.75
2016-07-27T14:30:53.890282: step 365, loss 0.544788, acc 0.75
2016-07-27T14:30:56.712584: step 366, loss 0.589134, acc 0.734375
2016-07-27T14:30:59.318654: step 367, loss 0.559708, acc 0.765625
2016-07-27T14:31:02.051007: step 368, loss 0.580094, acc 0.734375
2016-07-27T14:31:05.040531: step 369, loss 0.483723, acc 0.765625
2016-07-27T14:31:07.703340: step 370, loss 0.568049, acc 0.703125
2016-07-27T14:31:10.455968: step 371, loss 0.533359, acc 0.765625
2016-07-27T14:31:13.259300: step 372, loss 0.560549, acc 0.734375
2016-07-27T14:31:15.749796: step 373, loss 0.63011, acc 0.625
2016-07-27T14:31:18.535406: step 374, loss 0.571448, acc 0.703125
2016-07-27T14:31:21.131305: step 375, loss 0.624272, acc 0.65625
2016-07-27T14:31:23.980554: step 376, loss 0.577746, acc 0.671875
2016-07-27T14:31:26.822669: step 377, loss 0.558636, acc 0.734375
2016-07-27T14:31:29.291993: step 378, loss 0.555959, acc 0.765625
2016-07-27T14:31:32.165662: step 379, loss 0.596418, acc 0.59375
2016-07-27T14:31:34.785027: step 380, loss 0.611406, acc 0.71875
2016-07-27T14:31:37.612026: step 381, loss 0.642869, acc 0.625
2016-07-27T14:31:40.319707: step 382, loss 0.603089, acc 0.6875
2016-07-27T14:31:42.817082: step 383, loss 0.524095, acc 0.75
2016-07-27T14:31:45.647080: step 384, loss 0.535131, acc 0.671875
2016-07-27T14:31:48.178311: step 385, loss 0.505957, acc 0.75
2016-07-27T14:31:50.988746: step 386, loss 0.566332, acc 0.640625
2016-07-27T14:31:53.851166: step 387, loss 0.661284, acc 0.671875
2016-07-27T14:31:56.339730: step 388, loss 0.630544, acc 0.640625
2016-07-27T14:31:59.158723: step 389, loss 0.572037, acc 0.6875
2016-07-27T14:32:01.834989: step 390, loss 0.595183, acc 0.65625
2016-07-27T14:32:04.467332: step 391, loss 0.643167, acc 0.578125
2016-07-27T14:32:07.348108: step 392, loss 0.599588, acc 0.71875
2016-07-27T14:32:09.912200: step 393, loss 0.648602, acc 0.671875
2016-07-27T14:32:12.793291: step 394, loss 0.536456, acc 0.734375
2016-07-27T14:32:15.472810: step 395, loss 0.629202, acc 0.640625
2016-07-27T14:32:17.983457: step 396, loss 0.61312, acc 0.71875
2016-07-27T14:32:20.840566: step 397, loss 0.574304, acc 0.703125
2016-07-27T14:32:23.474857: step 398, loss 0.574655, acc 0.703125
2016-07-27T14:32:26.165101: step 399, loss 0.586052, acc 0.6875
2016-07-27T14:32:28.996114: step 400, loss 0.629473, acc 0.640625

Evaluation:
2016-07-27T14:32:41.417509: step 400, loss 0.620821, acc 0.666

Saved model checkpoint to /home/chaitanya/lstm-context-embeddings/runs/1469600026/checkpoints/model-400

2016-07-27T14:32:45.565085: step 401, loss 0.561448, acc 0.78125
2016-07-27T14:32:48.151682: step 402, loss 0.634361, acc 0.609375
2016-07-27T14:32:50.981247: step 403, loss 0.516235, acc 0.796875
2016-07-27T14:32:53.678435: step 404, loss 0.587331, acc 0.734375
2016-07-27T14:32:56.213824: step 405, loss 0.605896, acc 0.71875
2016-07-27T14:32:58.983572: step 406, loss 0.485894, acc 0.859375
2016-07-27T14:33:01.530559: step 407, loss 0.602151, acc 0.625
2016-07-27T14:33:04.297651: step 408, loss 0.577651, acc 0.6875
2016-07-27T14:33:07.078487: step 409, loss 0.489476, acc 0.765625
2016-07-27T14:33:09.537514: step 410, loss 0.573933, acc 0.671875
2016-07-27T14:33:12.559896: step 411, loss 0.602906, acc 0.671875
2016-07-27T14:33:15.161777: step 412, loss 0.607657, acc 0.65625
2016-07-27T14:33:17.729071: step 413, loss 0.53235, acc 0.71875
2016-07-27T14:33:20.459182: step 414, loss 0.540036, acc 0.71875
2016-07-27T14:33:23.312885: step 415, loss 0.685546, acc 0.5625
2016-07-27T14:33:25.865600: step 416, loss 0.619012, acc 0.6875
2016-07-27T14:33:28.487716: step 417, loss 0.499371, acc 0.8125
2016-07-27T14:33:31.328042: step 418, loss 0.711627, acc 0.546875
2016-07-27T14:33:34.015495: step 419, loss 0.597796, acc 0.6875
2016-07-27T14:33:36.824727: step 420, loss 0.531546, acc 0.703125
2016-07-27T14:33:39.563082: step 421, loss 0.670328, acc 0.59375
2016-07-27T14:33:42.059016: step 422, loss 0.472043, acc 0.75
2016-07-27T14:33:44.929744: step 423, loss 0.575725, acc 0.703125
2016-07-27T14:33:47.466558: step 424, loss 0.555087, acc 0.6875
2016-07-27T14:33:50.105716: step 425, loss 0.564393, acc 0.765625
2016-07-27T14:33:52.937068: step 426, loss 0.520781, acc 0.8125
2016-07-27T14:33:55.704757: step 427, loss 0.608097, acc 0.625
2016-07-27T14:33:58.238840: step 428, loss 0.565569, acc 0.75
2016-07-27T14:34:01.231758: step 429, loss 0.556768, acc 0.6875
2016-07-27T14:34:03.795187: step 430, loss 0.566615, acc 0.6875
2016-07-27T14:34:06.488554: step 431, loss 0.558332, acc 0.6875
2016-07-27T14:34:09.337603: step 432, loss 0.587871, acc 0.75
2016-07-27T14:34:11.992649: step 433, loss 0.610639, acc 0.734375
2016-07-27T14:34:14.790495: step 434, loss 0.589882, acc 0.6875
2016-07-27T14:34:17.539906: step 435, loss 0.534644, acc 0.734375
2016-07-27T14:34:20.067411: step 436, loss 0.565201, acc 0.734375
2016-07-27T14:34:22.639767: step 437, loss 0.477496, acc 0.8125
2016-07-27T14:34:25.514533: step 438, loss 0.605775, acc 0.703125
2016-07-27T14:34:28.168371: step 439, loss 0.559902, acc 0.6875
2016-07-27T14:34:30.968260: step 440, loss 0.565241, acc 0.71875
2016-07-27T14:34:33.744780: step 441, loss 0.47291, acc 0.796875
2016-07-27T14:34:36.312724: step 442, loss 0.572919, acc 0.6875
2016-07-27T14:34:38.967731: step 443, loss 0.546696, acc 0.78125
2016-07-27T14:34:41.778664: step 444, loss 0.53274, acc 0.765625
2016-07-27T14:34:44.370089: step 445, loss 0.513641, acc 0.71875
2016-07-27T14:34:47.191498: step 446, loss 0.593966, acc 0.734375
2016-07-27T14:34:49.860033: step 447, loss 0.508793, acc 0.734375
2016-07-27T14:34:52.407459: step 448, loss 0.581584, acc 0.671875
2016-07-27T14:34:55.286667: step 449, loss 0.536072, acc 0.75
2016-07-27T14:34:58.000985: step 450, loss 0.456115, acc 0.71875
2016-07-27T14:35:00.552797: step 451, loss 0.722866, acc 0.671875
2016-07-27T14:35:03.377277: step 452, loss 0.594672, acc 0.703125
2016-07-27T14:35:06.020197: step 453, loss 0.695126, acc 0.645161
2016-07-27T14:35:08.671961: step 454, loss 0.541027, acc 0.734375
2016-07-27T14:35:11.143491: step 455, loss 0.469915, acc 0.765625
2016-07-27T14:35:13.913335: step 456, loss 0.475616, acc 0.75
2016-07-27T14:35:16.596493: step 457, loss 0.542836, acc 0.765625
2016-07-27T14:35:19.450905: step 458, loss 0.617032, acc 0.625
2016-07-27T14:35:22.092573: step 459, loss 0.486128, acc 0.796875
2016-07-27T14:35:24.720051: step 460, loss 0.580195, acc 0.6875
2016-07-27T14:35:27.524615: step 461, loss 0.512022, acc 0.703125
2016-07-27T14:35:30.197357: step 462, loss 0.540471, acc 0.765625
2016-07-27T14:35:32.793112: step 463, loss 0.528908, acc 0.75
2016-07-27T14:35:35.639475: step 464, loss 0.560197, acc 0.6875
2016-07-27T14:35:38.236040: step 465, loss 0.511878, acc 0.78125
2016-07-27T14:35:41.126297: step 466, loss 0.426167, acc 0.84375
2016-07-27T14:35:43.810426: step 467, loss 0.578247, acc 0.703125
2016-07-27T14:35:46.536216: step 468, loss 0.498171, acc 0.71875
2016-07-27T14:35:49.368803: step 469, loss 0.505056, acc 0.671875
2016-07-27T14:35:51.876562: step 470, loss 0.505463, acc 0.734375
2016-07-27T14:35:54.753150: step 471, loss 0.570812, acc 0.65625
2016-07-27T14:35:57.351214: step 472, loss 0.462352, acc 0.75
2016-07-27T14:36:00.144490: step 473, loss 0.487655, acc 0.75
2016-07-27T14:36:02.829812: step 474, loss 0.42218, acc 0.84375
2016-07-27T14:36:05.329213: step 475, loss 0.514102, acc 0.703125
2016-07-27T14:36:08.144916: step 476, loss 0.596208, acc 0.703125
2016-07-27T14:36:10.728328: step 477, loss 0.46174, acc 0.875
2016-07-27T14:36:13.358829: step 478, loss 0.58666, acc 0.671875
2016-07-27T14:36:16.277870: step 479, loss 0.476929, acc 0.8125
2016-07-27T14:36:19.000660: step 480, loss 0.51887, acc 0.703125
2016-07-27T14:36:21.536308: step 481, loss 0.496258, acc 0.765625
2016-07-27T14:36:24.384361: step 482, loss 0.468282, acc 0.796875
2016-07-27T14:36:27.017105: step 483, loss 0.652857, acc 0.625
2016-07-27T14:36:29.758640: step 484, loss 0.491392, acc 0.796875
2016-07-27T14:36:32.662847: step 485, loss 0.489727, acc 0.734375
2016-07-27T14:36:35.324302: step 486, loss 0.57375, acc 0.75
2016-07-27T14:36:37.923376: step 487, loss 0.420639, acc 0.796875
2016-07-27T14:36:40.594989: step 488, loss 0.665363, acc 0.671875
2016-07-27T14:36:43.161830: step 489, loss 0.489472, acc 0.765625
2016-07-27T14:36:46.001904: step 490, loss 0.510514, acc 0.84375
2016-07-27T14:36:48.583701: step 491, loss 0.554773, acc 0.78125
2016-07-27T14:36:51.230379: step 492, loss 0.478094, acc 0.765625
2016-07-27T14:36:54.176345: step 493, loss 0.472447, acc 0.6875
2016-07-27T14:36:56.793555: step 494, loss 0.506088, acc 0.78125
2016-07-27T14:36:59.616856: step 495, loss 0.470194, acc 0.765625
2016-07-27T14:37:02.278848: step 496, loss 0.581732, acc 0.6875
2016-07-27T14:37:04.831170: step 497, loss 0.501984, acc 0.734375
2016-07-27T14:37:07.690797: step 498, loss 0.564204, acc 0.765625
2016-07-27T14:37:10.311189: step 499, loss 0.530388, acc 0.765625
2016-07-27T14:37:12.929825: step 500, loss 0.447539, acc 0.796875

Evaluation:
2016-07-27T14:37:24.918880: step 500, loss 0.671605, acc 0.667

Saved model checkpoint to /home/chaitanya/lstm-context-embeddings/runs/1469600026/checkpoints/model-500

2016-07-27T14:37:28.834998: step 501, loss 0.441588, acc 0.765625
2016-07-27T14:37:31.610710: step 502, loss 0.56664, acc 0.71875
2016-07-27T14:37:34.175186: step 503, loss 0.588668, acc 0.765625
2016-07-27T14:37:36.783051: step 504, loss 0.504269, acc 0.75
2016-07-27T14:37:39.625066: step 505, loss 0.51184, acc 0.6875
2016-07-27T14:37:42.240708: step 506, loss 0.495146, acc 0.78125
2016-07-27T14:37:44.898643: step 507, loss 0.533092, acc 0.6875
2016-07-27T14:37:47.684607: step 508, loss 0.537135, acc 0.78125
2016-07-27T14:37:50.080389: step 509, loss 0.506784, acc 0.8125
2016-07-27T14:37:52.873277: step 510, loss 0.581087, acc 0.796875
2016-07-27T14:37:55.518732: step 511, loss 0.491335, acc 0.8125
2016-07-27T14:37:58.050464: step 512, loss 0.603987, acc 0.703125
2016-07-27T14:38:00.786430: step 513, loss 0.550783, acc 0.671875
2016-07-27T14:38:03.348775: step 514, loss 0.553249, acc 0.734375
2016-07-27T14:38:06.024108: step 515, loss 0.551923, acc 0.78125
2016-07-27T14:38:08.810651: step 516, loss 0.575428, acc 0.640625
2016-07-27T14:38:11.441787: step 517, loss 0.521188, acc 0.75
2016-07-27T14:38:14.021510: step 518, loss 0.588778, acc 0.703125
2016-07-27T14:38:16.840606: step 519, loss 0.53207, acc 0.765625
2016-07-27T14:38:19.475521: step 520, loss 0.508404, acc 0.75
2016-07-27T14:38:21.934011: step 521, loss 0.499333, acc 0.75
2016-07-27T14:38:24.753330: step 522, loss 0.451882, acc 0.796875
2016-07-27T14:38:27.365696: step 523, loss 0.56468, acc 0.625
2016-07-27T14:38:30.096677: step 524, loss 0.599359, acc 0.671875
2016-07-27T14:38:32.887569: step 525, loss 0.518856, acc 0.703125
2016-07-27T14:38:35.467973: step 526, loss 0.573254, acc 0.65625
2016-07-27T14:38:38.299241: step 527, loss 0.49617, acc 0.796875
2016-07-27T14:38:40.803265: step 528, loss 0.573035, acc 0.71875
2016-07-27T14:38:43.660500: step 529, loss 0.505427, acc 0.75
2016-07-27T14:38:46.397219: step 530, loss 0.572235, acc 0.765625
2016-07-27T14:38:48.908341: step 531, loss 0.50502, acc 0.765625
2016-07-27T14:38:51.726686: step 532, loss 0.60718, acc 0.6875
2016-07-27T14:38:54.281129: step 533, loss 0.558036, acc 0.640625
2016-07-27T14:38:56.861178: step 534, loss 0.532899, acc 0.75
2016-07-27T14:38:59.713812: step 535, loss 0.428596, acc 0.828125
2016-07-27T14:39:02.409198: step 536, loss 0.449099, acc 0.71875
2016-07-27T14:39:04.906735: step 537, loss 0.50679, acc 0.78125
2016-07-27T14:39:07.751868: step 538, loss 0.449411, acc 0.84375
2016-07-27T14:39:10.305798: step 539, loss 0.523658, acc 0.75
2016-07-27T14:39:12.937303: step 540, loss 0.466652, acc 0.765625
2016-07-27T14:39:15.757855: step 541, loss 0.517494, acc 0.734375
2016-07-27T14:39:18.420174: step 542, loss 0.442811, acc 0.828125
2016-07-27T14:39:21.144892: step 543, loss 0.456282, acc 0.78125
2016-07-27T14:39:23.915430: step 544, loss 0.527103, acc 0.734375
2016-07-27T14:39:26.325814: step 545, loss 0.490822, acc 0.796875
2016-07-27T14:39:29.112448: step 546, loss 0.464051, acc 0.78125
2016-07-27T14:39:31.738406: step 547, loss 0.550827, acc 0.65625
2016-07-27T14:39:34.280959: step 548, loss 0.646214, acc 0.703125
2016-07-27T14:39:37.102246: step 549, loss 0.546435, acc 0.71875
2016-07-27T14:39:39.666239: step 550, loss 0.582498, acc 0.6875
2016-07-27T14:39:42.306289: step 551, loss 0.547382, acc 0.75
2016-07-27T14:39:45.110899: step 552, loss 0.595513, acc 0.703125
2016-07-27T14:39:47.906773: step 553, loss 0.580551, acc 0.6875
2016-07-27T14:39:50.706405: step 554, loss 0.417249, acc 0.84375
2016-07-27T14:39:53.367889: step 555, loss 0.5736, acc 0.734375
2016-07-27T14:39:55.829472: step 556, loss 0.491067, acc 0.75
2016-07-27T14:39:58.611736: step 557, loss 0.558969, acc 0.78125
2016-07-27T14:40:01.186146: step 558, loss 0.501866, acc 0.78125
2016-07-27T14:40:03.986212: step 559, loss 0.576817, acc 0.71875
2016-07-27T14:40:06.865015: step 560, loss 0.574681, acc 0.671875
2016-07-27T14:40:09.336914: step 561, loss 0.511541, acc 0.75
2016-07-27T14:40:12.207565: step 562, loss 0.488226, acc 0.8125
2016-07-27T14:40:14.810378: step 563, loss 0.59455, acc 0.71875
2016-07-27T14:40:17.389327: step 564, loss 0.487507, acc 0.78125
2016-07-27T14:40:20.146437: step 565, loss 0.627747, acc 0.6875
2016-07-27T14:40:22.682070: step 566, loss 0.564197, acc 0.71875
2016-07-27T14:40:25.294043: step 567, loss 0.580201, acc 0.703125
2016-07-27T14:40:28.147470: step 568, loss 0.607103, acc 0.734375
2016-07-27T14:40:30.799142: step 569, loss 0.58411, acc 0.6875
2016-07-27T14:40:33.299180: step 570, loss 0.509132, acc 0.703125
2016-07-27T14:40:36.058744: step 571, loss 0.464565, acc 0.796875
2016-07-27T14:40:38.622491: step 572, loss 0.487139, acc 0.78125
2016-07-27T14:40:41.180619: step 573, loss 0.489644, acc 0.796875
2016-07-27T14:40:44.039875: step 574, loss 0.508964, acc 0.765625
2016-07-27T14:40:46.708098: step 575, loss 0.494551, acc 0.84375
2016-07-27T14:40:49.247879: step 576, loss 0.458258, acc 0.84375
2016-07-27T14:40:52.066403: step 577, loss 0.528835, acc 0.765625
2016-07-27T14:40:54.618020: step 578, loss 0.528275, acc 0.75
2016-07-27T14:40:57.320161: step 579, loss 0.43135, acc 0.8125
2016-07-27T14:41:00.123756: step 580, loss 0.491696, acc 0.78125
2016-07-27T14:41:02.823193: step 581, loss 0.50319, acc 0.765625
2016-07-27T14:41:05.347878: step 582, loss 0.452456, acc 0.859375
2016-07-27T14:41:08.195764: step 583, loss 0.539733, acc 0.796875
2016-07-27T14:41:10.737044: step 584, loss 0.458317, acc 0.859375
2016-07-27T14:41:13.375098: step 585, loss 0.422101, acc 0.6875
2016-07-27T14:41:16.188953: step 586, loss 0.442876, acc 0.765625
2016-07-27T14:41:18.895439: step 587, loss 0.462378, acc 0.796875
2016-07-27T14:41:21.441358: step 588, loss 0.464324, acc 0.703125
2016-07-27T14:41:24.183882: step 589, loss 0.490749, acc 0.734375
2016-07-27T14:41:26.743789: step 590, loss 0.528713, acc 0.71875
2016-07-27T14:41:29.390616: step 591, loss 0.455046, acc 0.78125
2016-07-27T14:41:32.227307: step 592, loss 0.417429, acc 0.828125
2016-07-27T14:41:34.856051: step 593, loss 0.512794, acc 0.796875
2016-07-27T14:41:37.451886: step 594, loss 0.454918, acc 0.75
2016-07-27T14:41:40.276216: step 595, loss 0.416928, acc 0.796875
2016-07-27T14:41:42.923072: step 596, loss 0.520349, acc 0.8125
2016-07-27T14:41:45.496288: step 597, loss 0.505717, acc 0.765625
2016-07-27T14:41:48.370142: step 598, loss 0.51618, acc 0.796875
2016-07-27T14:41:50.888927: step 599, loss 0.598571, acc 0.734375
2016-07-27T14:41:53.556497: step 600, loss 0.483417, acc 0.78125

Evaluation:
2016-07-27T14:42:05.630219: step 600, loss 0.63261, acc 0.69

Saved model checkpoint to /home/chaitanya/lstm-context-embeddings/runs/1469600026/checkpoints/model-600

2016-07-27T14:42:09.577643: step 601, loss 0.41655, acc 0.84375
2016-07-27T14:42:12.417721: step 602, loss 0.477036, acc 0.828125
2016-07-27T14:42:15.051130: step 603, loss 0.49594, acc 0.765625
2016-07-27T14:42:17.611193: step 604, loss 0.459963, acc 0.806452
2016-07-27T14:42:20.391591: step 605, loss 0.431123, acc 0.875
2016-07-27T14:42:22.903580: step 606, loss 0.498536, acc 0.78125
2016-07-27T14:42:25.467068: step 607, loss 0.433359, acc 0.84375
2016-07-27T14:42:28.379645: step 608, loss 0.418224, acc 0.8125
2016-07-27T14:42:31.023194: step 609, loss 0.402697, acc 0.796875
2016-07-27T14:42:33.499941: step 610, loss 0.403054, acc 0.8125
2016-07-27T14:42:36.290308: step 611, loss 0.442993, acc 0.8125
2016-07-27T14:42:38.817819: step 612, loss 0.36643, acc 0.84375
2016-07-27T14:42:41.682070: step 613, loss 0.484542, acc 0.8125
2016-07-27T14:42:44.460193: step 614, loss 0.610773, acc 0.734375
2016-07-27T14:42:46.857087: step 615, loss 0.406189, acc 0.765625
2016-07-27T14:42:49.684146: step 616, loss 0.457122, acc 0.84375
2016-07-27T14:42:52.291954: step 617, loss 0.401074, acc 0.859375
2016-07-27T14:42:54.836980: step 618, loss 0.422385, acc 0.765625
2016-07-27T14:42:57.470479: step 619, loss 0.570146, acc 0.75
2016-07-27T14:43:00.027265: step 620, loss 0.478019, acc 0.796875
2016-07-27T14:43:02.819555: step 621, loss 0.462669, acc 0.765625
2016-07-27T14:43:05.458571: step 622, loss 0.414673, acc 0.84375
2016-07-27T14:43:08.299079: step 623, loss 0.401159, acc 0.859375
2016-07-27T14:43:10.992698: step 624, loss 0.439553, acc 0.859375
2016-07-27T14:43:13.508564: step 625, loss 0.429276, acc 0.8125
2016-07-27T14:43:16.274940: step 626, loss 0.498416, acc 0.765625
2016-07-27T14:43:18.865050: step 627, loss 0.411658, acc 0.875
2016-07-27T14:43:21.542807: step 628, loss 0.450308, acc 0.84375
2016-07-27T14:43:24.317959: step 629, loss 0.407206, acc 0.78125
2016-07-27T14:43:26.824431: step 630, loss 0.397271, acc 0.8125
2016-07-27T14:43:29.685585: step 631, loss 0.363936, acc 0.859375
2016-07-27T14:43:32.288387: step 632, loss 0.423102, acc 0.84375
2016-07-27T14:43:35.069039: step 633, loss 0.443846, acc 0.796875
2016-07-27T14:43:37.796143: step 634, loss 0.561613, acc 0.6875
2016-07-27T14:43:40.311009: step 635, loss 0.362411, acc 0.890625
2016-07-27T14:43:43.187549: step 636, loss 0.381958, acc 0.8125
2016-07-27T14:43:45.759705: step 637, loss 0.467094, acc 0.734375
2016-07-27T14:43:48.680631: step 638, loss 0.408069, acc 0.8125
2016-07-27T14:43:51.398078: step 639, loss 0.529871, acc 0.75
2016-07-27T14:43:54.252174: step 640, loss 0.454895, acc 0.8125
2016-07-27T14:43:57.046448: step 641, loss 0.432652, acc 0.78125
2016-07-27T14:43:59.827761: step 642, loss 0.338015, acc 0.84375
2016-07-27T14:44:02.680060: step 643, loss 0.39122, acc 0.828125
2016-07-27T14:44:05.158062: step 644, loss 0.413752, acc 0.859375
2016-07-27T14:44:08.047822: step 645, loss 0.450308, acc 0.796875
2016-07-27T14:44:10.752732: step 646, loss 0.4982, acc 0.796875
2016-07-27T14:44:13.591998: step 647, loss 0.438932, acc 0.828125
2016-07-27T14:44:16.277196: step 648, loss 0.456486, acc 0.75
2016-07-27T14:44:18.899447: step 649, loss 0.35917, acc 0.875
2016-07-27T14:44:21.725081: step 650, loss 0.4271, acc 0.828125
2016-07-27T14:44:24.370656: step 651, loss 0.379252, acc 0.8125
2016-07-27T14:44:27.141483: step 652, loss 0.495344, acc 0.78125
2016-07-27T14:44:29.957339: step 653, loss 0.433827, acc 0.75
2016-07-27T14:44:32.457266: step 654, loss 0.475951, acc 0.71875
2016-07-27T14:44:35.327927: step 655, loss 0.451182, acc 0.828125
2016-07-27T14:44:37.927248: step 656, loss 0.428706, acc 0.84375
2016-07-27T14:44:40.822209: step 657, loss 0.481919, acc 0.75
2016-07-27T14:44:43.649714: step 658, loss 0.430862, acc 0.796875
2016-07-27T14:44:46.212453: step 659, loss 0.426502, acc 0.796875
2016-07-27T14:44:49.065510: step 660, loss 0.420566, acc 0.8125
2016-07-27T14:44:51.731622: step 661, loss 0.454828, acc 0.796875
2016-07-27T14:44:54.539757: step 662, loss 0.451071, acc 0.796875
2016-07-27T14:44:57.385954: step 663, loss 0.354464, acc 0.90625
2016-07-27T14:44:59.936860: step 664, loss 0.399878, acc 0.875
2016-07-27T14:45:02.862446: step 665, loss 0.46247, acc 0.8125
2016-07-27T14:45:05.518135: step 666, loss 0.44544, acc 0.765625
2016-07-27T14:45:08.328868: step 667, loss 0.447916, acc 0.71875
2016-07-27T14:45:11.099814: step 668, loss 0.502035, acc 0.828125
2016-07-27T14:45:13.744338: step 669, loss 0.341719, acc 0.8125
2016-07-27T14:45:16.583551: step 670, loss 0.431309, acc 0.859375
2016-07-27T14:45:19.125231: step 671, loss 0.378407, acc 0.796875
2016-07-27T14:45:22.018109: step 672, loss 0.381487, acc 0.828125
2016-07-27T14:45:24.686218: step 673, loss 0.481174, acc 0.765625
2016-07-27T14:45:27.519700: step 674, loss 0.446766, acc 0.78125
2016-07-27T14:45:30.266573: step 675, loss 0.466951, acc 0.765625
2016-07-27T14:45:32.919548: step 676, loss 0.315238, acc 0.890625
2016-07-27T14:45:35.837189: step 677, loss 0.473758, acc 0.796875
2016-07-27T14:45:38.493077: step 678, loss 0.428613, acc 0.8125
2016-07-27T14:45:41.373597: step 679, loss 0.427647, acc 0.859375
